Gender,Age,Relationship_Status,Budget,Occasion,Preference,Relationship_Length,Personal_Interest,Past_Gift_Item,Past_Gift_Reaction,Recent_Purchase_1,Recent_Purchase_2,Recent_Purchase_3,Best_Gift
Female,20,Dating,Very High,Valentine's Day,Sentimental,1-3 years,Art,Subscription Service,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Other,30,Single,Very High,Just Because,Surprise,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Male,31,Engaged,Low,Birthday,Romantic,<6 months,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Flowers
Female,60,Engaged,Medium,Birthday,Adventurous,<6 months,Art,Flowers,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Male,32,Dating,Very High,Valentine's Day,Adventurous,<6 months,Cooking,Fashion Accessory,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,40,Dating,Very High,Birthday,Adventurous,3-5 years,Fashion,Personalized Gift,Disliked it,Hat,Handbag,Earrings,Subscription Service
Female,58,Single,High,Birthday,Practical,1-3 years,Cooking,Fashion Accessory,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Chocolates
Other,57,Married,High,Valentine's Day,Surprise,3-5 years,Music,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Chocolates
Female,54,Dating,Very High,Birthday,Adventurous,1-3 years,Sports,Flowers,Disliked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Other,56,Engaged,Low,Birthday,Practical,6-12 months,Art,Fashion Accessory,Disliked it,Earrings,Necklace,Hat,Subscription Service
Female,29,Dating,Medium,Birthday,Adventurous,1-3 years,Sports,Personalized Gift,Liked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Other,30,Dating,Low,Birthday,Practical,5+ years,Cooking,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Female,40,Dating,Medium,Birthday,Romantic,1-3 years,Sports,Personalized Gift,Disliked it,Smart Speaker,Processor Chip,Headphones,Flowers
Other,51,Dating,Medium,Just Because,Romantic,6-12 months,Music,Subscription Service,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Female,24,Engaged,Very High,Anniversary,Practical,5+ years,Sports,Fashion Accessory,Liked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Other,43,Engaged,Low,Anniversary,Romantic,<6 months,Technology,Chocolates,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Male,37,Married,Low,Just Because,Practical,5+ years,Technology,Fashion Accessory,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Male,36,Dating,High,Birthday,Surprise,<6 months,Cooking,Personalized Gift,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Female,50,Dating,Low,Birthday,Adventurous,3-5 years,Technology,Personalized Gift,Liked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,48,Single,Very High,Anniversary,Practical,1-3 years,Fashion,Tech Gadget,Liked it,Earrings,Necklace,Hat,Personalized Gift
Female,27,Dating,Low,Birthday,Practical,5+ years,Sports,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Chocolates
Other,60,Dating,High,Valentine's Day,Practical,1-3 years,Fashion,Tech Gadget,Loved it,Earrings,Necklace,Hat,Subscription Service
Other,42,Married,Medium,Just Because,Romantic,1-3 years,Music,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,27,Dating,Very High,Birthday,Adventurous,<6 months,Art,Personalized Gift,Liked it,Earrings,Necklace,Hat,Subscription Service
Other,57,Engaged,Medium,Valentine's Day,Surprise,1-3 years,Sports,Personalized Gift,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,31,Married,High,Just Because,Romantic,1-3 years,Sports,Tech Gadget,Liked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,45,Single,Medium,Birthday,Surprise,5+ years,Fashion,Chocolates,Loved it,Earrings,Necklace,Hat,Fashion Accessory
Male,43,Single,High,Valentine's Day,Romantic,<6 months,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Tech Gadget
Female,27,Single,Very High,Birthday,Romantic,6-12 months,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,56,Single,Low,Anniversary,Sentimental,1-3 years,Technology,Subscription Service,Liked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Other,51,Single,Very High,Just Because,Sentimental,6-12 months,Music,Subscription Service,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Other,34,Dating,Low,Just Because,Surprise,3-5 years,Sports,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Other,29,Engaged,Low,Birthday,Practical,6-12 months,Technology,Fashion Accessory,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Female,30,Dating,High,Anniversary,Sentimental,1-3 years,Music,Tech Gadget,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Male,60,Single,Medium,Just Because,Romantic,3-5 years,Cooking,Tech Gadget,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Flowers
Other,38,Single,Low,Anniversary,Sentimental,3-5 years,Cooking,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Subscription Service
Male,31,Engaged,High,Just Because,Practical,5+ years,Fashion,Subscription Service,Disliked it,Necklace,Hat,Handbag,Chocolates
Male,37,Married,Medium,Valentine's Day,Romantic,3-5 years,Cooking,Personalized Gift,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Flowers
Male,55,Married,Low,Birthday,Sentimental,1-3 years,Sports,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Female,45,Engaged,High,Anniversary,Surprise,3-5 years,Cooking,Chocolates,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,28,Single,High,Birthday,Practical,3-5 years,Music,Fashion Accessory,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Chocolates
Female,25,Engaged,Low,Valentine's Day,Sentimental,6-12 months,Fashion,Personalized Gift,Liked it,Earrings,Necklace,Hat,Fashion Accessory
Other,58,Dating,Medium,Valentine's Day,Practical,6-12 months,Art,Fashion Accessory,Disliked it,Necklace,Hat,Handbag,Subscription Service
Other,52,Single,Very High,Anniversary,Sentimental,3-5 years,Cooking,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,37,Married,Medium,Anniversary,Adventurous,<6 months,Cooking,Personalized Gift,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,28,Dating,High,Anniversary,Surprise,<6 months,Art,Chocolates,Liked it,Necklace,Hat,Handbag,Subscription Service
Female,53,Single,Very High,Just Because,Sentimental,3-5 years,Sports,Chocolates,Loved it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Male,28,Married,Low,Birthday,Surprise,1-3 years,Fashion,Tech Gadget,Disliked it,Earrings,Necklace,Hat,Fashion Accessory
Male,39,Single,Medium,Birthday,Sentimental,6-12 months,Technology,Subscription Service,Disliked it,Smart Speaker,Processor Chip,Headphones,Tech Gadget
Other,43,Engaged,High,Valentine's Day,Adventurous,6-12 months,Music,Tech Gadget,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Subscription Service
Male,49,Single,Medium,Valentine's Day,Practical,6-12 months,Sports,Flowers,Liked it,Processor Chip,Headphones,Phone Charger,Chocolates
Other,56,Married,Low,Birthday,Sentimental,6-12 months,Technology,Tech Gadget,Disliked it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Female,37,Dating,Low,Just Because,Romantic,5+ years,Fashion,Subscription Service,Loved it,Handbag,Earrings,Necklace,Flowers
Other,23,Engaged,Very High,Just Because,Practical,5+ years,Music,Flowers,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Other,50,Single,Very High,Just Because,Romantic,5+ years,Cooking,Subscription Service,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Female,58,Engaged,Very High,Valentine's Day,Sentimental,1-3 years,Fashion,Flowers,Loved it,Necklace,Hat,Handbag,Personalized Gift
Other,38,Single,Low,Birthday,Romantic,5+ years,Cooking,Fashion Accessory,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Other,32,Dating,Medium,Valentine's Day,Sentimental,3-5 years,Sports,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Male,52,Single,Medium,Valentine's Day,Romantic,3-5 years,Technology,Tech Gadget,Liked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Male,31,Engaged,Very High,Valentine's Day,Adventurous,<6 months,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Male,46,Married,Low,Birthday,Practical,6-12 months,Sports,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Chocolates
Male,59,Married,Low,Birthday,Practical,3-5 years,Technology,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Tech Gadget
Female,29,Dating,Very High,Just Because,Romantic,1-3 years,Cooking,Personalized Gift,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Male,33,Dating,Medium,Just Because,Surprise,1-3 years,Cooking,Fashion Accessory,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Male,33,Single,Medium,Anniversary,Romantic,3-5 years,Art,Flowers,Loved it,Hat,Handbag,Earrings,Tech Gadget
Female,49,Single,High,Valentine's Day,Romantic,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Other,41,Engaged,Low,Birthday,Sentimental,<6 months,Music,Fashion Accessory,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Male,40,Single,High,Birthday,Surprise,5+ years,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Female,60,Dating,Very High,Birthday,Romantic,5+ years,Fashion,Chocolates,Loved it,Hat,Handbag,Earrings,Personalized Gift
Other,24,Single,Very High,Valentine's Day,Practical,5+ years,Music,Tech Gadget,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Other,34,Single,Low,Just Because,Surprise,1-3 years,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Subscription Service
Male,29,Married,Very High,Valentine's Day,Surprise,3-5 years,Cooking,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,32,Engaged,Medium,Anniversary,Romantic,5+ years,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Flowers
Male,36,Single,Very High,Valentine's Day,Sentimental,<6 months,Music,Flowers,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Female,50,Married,Very High,Anniversary,Sentimental,6-12 months,Technology,Tech Gadget,Disliked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Female,25,Dating,Low,Anniversary,Surprise,<6 months,Technology,Flowers,Liked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Male,40,Dating,Very High,Birthday,Adventurous,3-5 years,Fashion,Personalized Gift,Disliked it,Hat,Handbag,Earrings,Subscription Service
Female,26,Dating,Very High,Valentine's Day,Surprise,3-5 years,Sports,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Male,30,Single,High,Valentine's Day,Surprise,5+ years,Technology,Subscription Service,Loved it,Smart Speaker,Processor Chip,Headphones,Tech Gadget
Male,22,Engaged,Medium,Valentine's Day,Surprise,1-3 years,Music,Flowers,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Other,28,Engaged,High,Just Because,Surprise,<6 months,Fashion,Fashion Accessory,Loved it,Necklace,Hat,Handbag,Subscription Service
Male,59,Dating,High,Anniversary,Romantic,5+ years,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Tech Gadget
Female,56,Single,High,Birthday,Adventurous,3-5 years,Sports,Subscription Service,Liked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Other,21,Engaged,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Male,58,Married,Very High,Valentine's Day,Surprise,5+ years,Music,Subscription Service,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Female,56,Married,Low,Birthday,Romantic,6-12 months,Technology,Subscription Service,Loved it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Female,50,Single,Very High,Just Because,Sentimental,5+ years,Technology,Chocolates,Loved it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Male,21,Married,Medium,Birthday,Sentimental,3-5 years,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,48,Dating,High,Just Because,Practical,5+ years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Other,52,Married,Very High,Just Because,Surprise,1-3 years,Technology,Subscription Service,Disliked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Male,37,Single,Very High,Anniversary,Sentimental,3-5 years,Fashion,Chocolates,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Female,23,Engaged,High,Just Because,Romantic,6-12 months,Technology,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Female,57,Married,High,Valentine's Day,Sentimental,1-3 years,Cooking,Personalized Gift,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Male,36,Married,High,Anniversary,Adventurous,1-3 years,Music,Personalized Gift,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Male,55,Engaged,Very High,Anniversary,Practical,1-3 years,Technology,Chocolates,Liked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Male,40,Engaged,Low,Anniversary,Practical,3-5 years,Music,Tech Gadget,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Other,50,Engaged,High,Anniversary,Romantic,1-3 years,Fashion,Fashion Accessory,Liked it,Handbag,Earrings,Necklace,Subscription Service
Other,22,Engaged,High,Just Because,Adventurous,5+ years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,46,Engaged,Very High,Just Because,Practical,6-12 months,Art,Chocolates,Disliked it,Hat,Handbag,Earrings,Personalized Gift
Male,35,Engaged,Very High,Birthday,Practical,3-5 years,Technology,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Male,25,Engaged,High,Anniversary,Adventurous,5+ years,Cooking,Tech Gadget,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Other,32,Engaged,Medium,Just Because,Sentimental,1-3 years,Sports,Chocolates,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Other,24,Married,Very High,Anniversary,Practical,6-12 months,Music,Tech Gadget,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Female,25,Dating,Low,Anniversary,Surprise,<6 months,Technology,Flowers,Liked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Female,53,Single,Very High,Valentine's Day,Practical,3-5 years,Music,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,47,Married,Low,Valentine's Day,Surprise,<6 months,Fashion,Subscription Service,Disliked it,Handbag,Earrings,Necklace,Fashion Accessory
Other,43,Dating,High,Birthday,Adventurous,<6 months,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Subscription Service
Male,34,Single,Very High,Birthday,Surprise,6-12 months,Technology,Fashion Accessory,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Other,21,Engaged,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Female,53,Single,Medium,Just Because,Sentimental,1-3 years,Fashion,Flowers,Loved it,Hat,Handbag,Earrings,Fashion Accessory
Female,48,Single,Very High,Valentine's Day,Practical,<6 months,Fashion,Tech Gadget,Loved it,Earrings,Necklace,Hat,Personalized Gift
Female,35,Married,Very High,Anniversary,Practical,6-12 months,Cooking,Chocolates,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Female,21,Dating,Low,Anniversary,Sentimental,1-3 years,Sports,Fashion Accessory,Liked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Male,34,Married,Medium,Anniversary,Sentimental,5+ years,Cooking,Personalized Gift,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Male,53,Engaged,High,Valentine's Day,Adventurous,6-12 months,Music,Flowers,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Male,49,Engaged,Medium,Just Because,Practical,3-5 years,Music,Chocolates,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Flowers
Female,54,Dating,Medium,Birthday,Romantic,6-12 months,Technology,Chocolates,Loved it,Headphones,Phone Charger,Smart Speaker,Flowers
Other,21,Dating,High,Valentine's Day,Sentimental,<6 months,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Female,50,Engaged,Medium,Birthday,Practical,6-12 months,Music,Subscription Service,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Chocolates
Female,53,Dating,Low,Anniversary,Surprise,1-3 years,Sports,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Male,27,Single,Medium,Birthday,Surprise,5+ years,Cooking,Fashion Accessory,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Other,24,Dating,High,Birthday,Practical,5+ years,Music,Tech Gadget,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Other,59,Married,Very High,Just Because,Practical,1-3 years,Music,Fashion Accessory,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Male,53,Engaged,High,Birthday,Sentimental,6-12 months,Sports,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Female,34,Married,High,Anniversary,Sentimental,1-3 years,Music,Personalized Gift,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Other,48,Engaged,Low,Anniversary,Sentimental,5+ years,Art,Flowers,Loved it,Hat,Handbag,Earrings,Subscription Service
Female,40,Engaged,Low,Just Because,Surprise,5+ years,Music,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,38,Engaged,Very High,Birthday,Adventurous,3-5 years,Fashion,Flowers,Loved it,Earrings,Necklace,Hat,Personalized Gift
